OBJECTID_1,OBJECTID,ZCTA5CE10,GEOID10,MTFCC10,FUNCSTAT10,PARTFLG10,INTPTLON10,INTPTLAT10,Version,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017,POP2018,POP2019,HHP2000,HHP2001,HHP2002,HHP2003,HHP2004,HHP2005,HHP2006,HHP2007,HHP2008,HHP2009,HHP2010,HHP2011,HHP2012,HHP2013,HHP2014,HHP2015,HHP2016,HHP2017,HHP2018,HHP2019,GQ2000,GQ2001,GQ2002,GQ2003,GQ2004,GQ2005,GQ2006,GQ2007,GQ2008,GQ2009,GQ2010,GQ2011,GQ2012,GQ2013,GQ2014,GQ2015,GQ2016,GQ2017,GQ2018,GQ2019,HU2000,HU2001,HU2002,HU2003,HU2004,HU2005,HU2006,HU2007,HU2008,HU2009,HU2010,HU2011,HU2012,HU2013,HU2014,HU2015,HU2016,HU2017,HU2018,HU2019,OHU2000,OHU2001,OHU2002,OHU2003,OHU2004,OHU2005,OHU2006,OHU2007,OHU2008,OHU2009,OHU2010,OHU2011,OHU2012,OHU2013,OHU2014,OHU2015,OHU2016,OHU2017,OHU2018,OHU2019,Shape__Are,Shape__Len,sum_totaleap,sum_numberinhousehold,mean_numberinhousehold,mean_monthlyincome,mean_heatburden,sum_childrencnt,sum_seniorcnt,sum_disabledcnt,sum_vulnerablecnt,mean_sheltercost,mean_heatcost,mean_annualelectriccost,mean_energyusage,sum_miltaryvet,sum_racenative,sum_raceasian,sum_raceblack,sum_racepacislander,sum_racewhite,sum_racemultirace,sum_raceunspecified,sum_raceother,sum_ethnicityunspecified,sum_ethnicitylatino,sum_ethnicitynotlatino,sum_edunder12,sum_edhighschool,sum_edsomeps,sum_edunspecified,sum_electric,sum_naturalgas,sum_oil,sum_coal,sum_propane,sum_wood,sum_housetype1to3family,sum_housetype4plusfamily,sum_housetypehighrise,sum_housetypemobile,sum_housetyperv,sum_ownedorbuying,sum_subsidized,sum_rental,sum_roomerboard,sum_temporaryhousing,Point_Count,Shape__Area,Shape__Length
20,20,98027,5398027,G6350,S,N,-121.9987237,47.493732,"September 10, 2019",23100.9,23391.872,23730.654,23916.306,24130.1,24363.925,24812.569,25203.509,25515.666,25801.527,26141,26303.469,26549.38,26923.303,27455.319,27643.704,28492.248,28930.014,29718.674,30107.578,22797.674,23079.221,23405.478,23581.674,23786.204,24007.242,24445.615,24825.818,25127.964,25402.624,25735,25860.469,26098.38,26473.303,27068.425,27303.719,28113.384,28539.446,29333.708,29728.382,303.226,312.651,325.176,334.632,343.896,356.683,366.954,377.691,387.702,398.903,406,443,451,450,386.894,339.985,378.864,390.568,384.966,379.196,9465.66,9652.316,9840.277,10013.815,10193.846,10355.373,10518.571,10690.198,10855.04,11035.704,11248,11300.725,11363.956,11449.549,11562.451,11612.433,11696.341,12054.352,12472.052,12604.474,9058.18,9191.73,9343.371,9435.532,9531.128,9631.442,9826.905,10004.139,10158.845,10293.324,10454,10482.45,10535.397,10639.953,10802.996,10879.751,11095.226,11292.849,11694.802,11812.188,322856078.234375,148614.95284426,467251,2370,1.95544554455446,894.382838283828,9.74915841584159,162,670,498,995,536.076947194719,438.855610561056,0,902.190371287131,37,6,573,293,27,1168,148,0,155,0,335,2035,182,398,756,1034,1085,114,4,0,8,1,173,346,656,35,2,114,809,289,0,0,1212,0.0176009803049055,1.11313343864298
21,21,98028,5398028,G6350,S,N,-122.248076,47.7556801,"September 10, 2019",18697.003,18858.679,19058.855,19136.268,19236.846,19353.81,19641.233,19882.307,20060.996,20219.019,20419,20599.076,20839.024,21071.964,21266.993,21396.004,22202.972,22456.032,22788.089,23192.968,18609.939,18771.96,18971.63,19049.381,19150.32,19266.779,19554.321,19795.406,19974.281,20132.223,20333,20513.076,20753.024,20985.964,21180.993,21310.004,22116.972,22370.032,22702.089,23106.968,87.064,86.719,87.225,86.887,86.526,87.031,86.912,86.901,86.715,86.796,86,86,86,86,86,86,86,86,86,86,7571.589,7677.705,7784.815,7880.463,7981.256,8067.628,8155.411,8249.817,8339.075,8440.485,8566,8686.001,8733.999,8783.998,8831.999,8869.004,9096.001,9254.002,9426.01,9482.015,7312.247,7374.288,7450.791,7480.054,7512.435,7548.919,7659.894,7756.253,7835.167,7898.072,7981,8044.031,8129.251,8174.164,8235.135,8276.378,8596.616,8756.214,8932.15,8976.84,36533259.421875,30945.64338161,361848,1845,2.01639344262295,1020.43169398907,9.24142076502733,130,437,409,713,672.929584699454,465.255737704918,0,955.480076502732,17,7,133,150,9,1364,79,0,103,0,389,1456,220,262,556,807,811,98,0,0,0,6,177,243,383,112,0,171,416,328,0,0,915,0.00198206200366258,0.233098715572615
22,22,98029,5398029,G6350,S,N,-122.0077482,47.557085,"September 10, 2019",13869.98,14909.491,15980.277,16944.987,17922.498,18909.573,20065.974,21183.255,22237.36,23268.251,24348,24560.413,24964.701,25776.956,26407.172,26711.118,27345.149,28570.348,29057.78,29253.748,13749.29,14789.799,15860.417,16826.109,17804.643,18791.551,19948.646,21066.474,22121.35,23152.664,24234,24416.413,24838.701,25637.956,26310.066,26661.103,27294.013,28518.916,28967.746,29156.944,120.69,119.692,119.86,118.878,117.855,118.022,117.328,116.781,116.01,115.587,114,144,126,139,97.106,50.015,51.136,51.432,90.034,96.804,5608.496,6075.271,6543.473,7002.213,7465.365,7914.438,8363.76,8819.133,9268.338,9730.702,10222,10290.783,10471.806,10815.962,10970.217,11113.982,11205.658,11920.071,12028.033,12097.289,5198.856,5640.899,6094.239,6507.482,6919.761,7332.568,7818.472,8293.099,8750.859,9191.479,9656,9708.884,9873.991,10205.468,10386.666,10539.661,10749.404,11314.768,11428.084,11476.195,50985046.5,49402.09254996,398655,2723,2.9469696969697,1231.83225108225,9.71525974025974,283,181,326,645,755.291612554112,527.647186147186,0,1087.2842965368,41,27,373,567,8,1243,312,0,193,0,570,2153,114,321,632,1656,792,132,0,0,0,0,129,351,444,0,0,86,585,253,0,0,924,0.00277651180931571,0.368509827783466
23,23,98030,5398030,G6350,S,N,-122.1979759,47.3685218,"September 10, 2019",30194.74,30535.122,30937.917,31141.192,31381.447,31647.99,32193.464,32663.726,33031.727,33365.724,33769,33596.751,33907.073,34361.748,34715.491,35117.462,35571.384,36299.529,36686.43,36848.921,29935.477,30268.012,30660.317,30855.721,31088.26,31344.097,31881.005,32342.303,32701.955,33026.596,33424,33251.751,33536.073,34007.748,34372.491,34787.462,35213.384,35936.529,36276.43,36522.921,259.263,267.11,277.6,285.471,293.187,303.893,312.459,321.423,329.772,339.128,345,345,371,354,343,330,358,363,410,326,11590.99,11715.979,11842.399,11951.385,12068.166,12163.209,12260.49,12367.79,12467.445,12585.309,12739,12783.234,12881.805,12975.815,13076.457,13171.529,13209.829,13289.429,13343.145,13476.204,11134.993,11204.134,11295.271,11314.83,11339.402,11370.327,11513.408,11634.295,11729.043,11799.57,11900,11772.075,12019.746,12179.015,12292.771,12446.24,12550.269,12627.273,12678.9,12802.754,40677020.5078125,33418.7764065,1932005,14292,3.3330223880597,1448.3838619403,4.11201259328357,1483,1236,1697,3297,706.969127798507,559.589085820896,848.455347481342,1109.75185867537,33,68,947,3933,225,7856,1254,0,9,0,497,13795,1873,3129,1398,7892,3531,755,2,0,0,0,796,1955,1519,18,0,296,2608,1384,0,0,4288,0.00222319567546947,0.247129489865205
24,24,98031,5398031,G6350,S,N,-122.1957723,47.4054791,"September 10, 2019",33335.599,33641.373,34015.827,34171.139,34367.639,34593.336,35123.727,35571.453,35907.551,36206.692,36581,36456.189,36802.247,37288.808,37441.637,37751.212,38186.62,38774.279,39053.129,39075.78,33249.535,33529.802,33877.552,34007.381,34178.605,34377.013,34881.505,35303.01,35613.406,35885.921,36237,36025.189,36368.247,36857.808,37009.637,37320.212,37755.62,38342.279,38623.129,38657.78,86.064,111.571,138.275,163.758,189.034,216.323,242.222,268.443,294.145,320.771,344,431,434,431,432,431,431,432,430,418,12097.004,12182.49,12269.363,12338.171,12415.046,12469.64,12526.627,12593.979,12653.608,12731.742,12846,12890.64,13004.976,13092.044,13109.513,13159.927,13205.866,13239.695,13269.682,13328.412,11739.51,11782.019,11847.626,11838.3,11834.471,11837.525,11957.299,12053.739,12122.301,12166.724,12242,12111.816,12374.876,12532.868,12573.302,12681.083,12790.267,12821.799,12854.847,12907.854,42941557.4140625,41418.04192806,1235959,9615,3.45614665708124,1470.74910136592,3.45602444284688,1057,591,995,2057,782.76641984184,553.934938892883,877.814126527679,1075.48161035226,6,38,717,3163,225,4737,715,0,20,0,332,9283,975,2157,965,5518,2073,709,0,0,0,0,688,1141,884,69,0,285,1414,1083,0,0,2782,0.00234532822469191,0.308871956902164
25,25,98032,5398032,G6350,S,N,-122.2571921,47.3919421,"September 10, 2019",28479.874,29001.014,29581.596,29970.727,30393.806,30841.084,31560.794,32208.538,32756.163,33269.964,33853,33713.524,33792.742,34098.843,34213.706,34424.268,34764.649,35597.676,36302.059,36698.994,28086.949,28553.332,29075.198,29410.367,29779.848,30170.311,30832.482,31422.664,31914.585,32372.351,32901,32677.524,32780.742,33097.843,33226.706,33451.268,33792.649,34619.676,35297.059,35644.994,392.925,447.682,506.398,560.36,613.958,670.773,728.312,785.874,841.578,897.613,952,1036,1012,1001,987,973,972,978,1005,1054,12889.597,13057.115,13226.242,13375.932,13534.348,13668.314,13804.722,13952.379,14091.307,14250.835,14451,14461.443,14511.114,14535.963,14544.526,14567.144,14575.441,14717.05,14935.853,15146.113,12218.064,12327.455,12461.068,12515.615,12575.364,12641.903,12833.201,13000.079,13137.429,13248.404,13393,13215.705,13433.529,13540.979,13575.208,13663.156,13745.562,13884.394,14093.24,14285.914,96123658.515625,70226.97352689,1542092,11296,3.14389089897022,1372.92207069301,5.34354021708877,1361,782,1261,2806,791.210052880601,516.622599499026,814.250784859448,1075.25006401336,39,116,299,3785,265,5244,1587,0,0,0,1086,10210,1266,2469,1344,6217,3230,352,4,0,7,0,500,849,2112,123,9,287,1705,1601,0,0,3593,0.00525121719738308,0.523070498856622
26,26,98033,5398033,G6350,S,N,-122.1935779,47.6759816,"September 10, 2019",31161.55,31461.633,31825.979,31985.234,32182.919,32407.864,32918.297,33351.36,33679.86,33973.67,34338,34533.11,34863.136,34976.135,35281.19,35783.297,36484.537,37165.817,37814.641,38814.072,30775.263,31068.149,31421.421,31573.444,31764.098,31977.761,32479.944,32904.209,33224.77,33509.415,33869,34066.405,34352.136,34445.135,34709.19,35205.297,35925.537,36580.817,37215.641,38195.072,386.287,393.484,404.558,411.79,418.821,430.103,438.353,447.151,455.09,464.255,469,466.705,511,531,572,578,559,585,599,619,14828.848,15020.558,15214.098,15385.311,15566.525,15719.635,15875.58,16044.421,16203.265,16385.768,16615,16705.019,16776.711,16808.814,16917.915,17183.515,17389.324,17618.151,17784.012,17995.187,14052.773,14163.127,14301.243,14348.679,14402.242,14463.692,14667.858,14843.96,14986.853,15098.816,15249,15330.217,15630.011,15656.482,15758.516,16033.97,16207.72,16284.764,16512.419,16698.211,62792826.3046875,41302.9219327,501713,2707,2.31367521367521,995.918803418803,14.2316068376068,203,427,474,865,781.807914529915,515.890598290598,0,921.036854700855,49,10,195,553,21,1570,219,0,139,0,436,2271,190,278,832,1407,933,229,0,0,0,8,339,359,472,0,0,119,595,455,1,0,1170,0.00341185126353594,0.30612887126178
27,27,98034,5398034,G6350,S,N,-122.2137483,47.715769,"September 10, 2019",39651.643,39705.021,39839.164,39717.733,39646.755,39611.39,39923.959,40139.814,40228.605,40276.097,40407,40698.969,40881.303,40920.474,41433.415,41741.814,42287.6,43060.812,43591.589,44252.168,39025.26,39089.827,39229.985,39120.053,39060.566,39031.357,39353.329,39578.166,39677.108,39733.501,39878,40044.674,40236.303,40365.474,40876.415,41176.814,41699.6,42472.812,42994.589,43660.168,626.383,615.194,609.179,597.68,586.189,580.033,570.63,561.648,551.497,542.596,529,654.295,645,555,557,565,588,588,597,592,16603.288,16745.506,16889.685,17009.019,17139.462,17239.087,17341.968,17459.122,17565.541,17697.621,17880,17923.978,17972.824,18019.94,18133.156,18175.087,18242.267,18467.089,18545.467,18668.759,16012.563,16089.856,16198.686,16204.962,16218.639,16241.576,16424.672,16575.905,16689.226,16768.872,16891,16922.862,17190.004,17235.954,17401.337,17530.413,17629.088,17775.862,17933.645,18008.543,61842544.1328125,46198.77690677,1047941,5953,2.30379256965944,1028.08475232198,9.08368808049535,417,1065,1173,1928,633.044218266254,489.088235294118,0,902.051896284832,82,17,1153,931,83,3112,350,0,307,0,782,5171,581,941,1585,2846,2244,340,0,0,0,0,451,1240,892,1,0,259,1544,776,3,2,2584,0.00335765123418241,0.348247811752785
28,28,98036,5398036,G6350,S,N,-122.2803939,47.8097079,"September 10, 2019",33125.899,33473.398,33797.433,34079.979,34266.535,34650.255,35147.449,35559.345,35807.001,35879.824,36000,36151.06,36482.211,36826.387,37357.777,38230.449,38974.341,39725.245,41480.775,42941.385,32875.871,33199.205,33521.052,33790.304,33969.164,34332.59,34812.864,35219.039,35455.09,35500.295,35603,35754.06,36085.211,36429.387,36960.777,37833.449,38577.341,39326.245,41081.775,42542.385,250.028,274.193,276.381,289.675,297.371,317.665,334.585,340.306,351.911,379.529,397,397,397,397,397,397,397,399,399,399,12831.898,13008.113,13167.869,13323.45,13471.693,13670.423,13901.456,14102.133,14236.223,14302.424,14359,14431.904,14553.591,14687.289,14895.115,15055.787,15268.977,15396.571,16430.353,16844.176,12396.778,12545.423,12687.026,12808.124,12895.727,13054.857,13269.495,13443.187,13554.378,13596.129,13643,13703.811,13803.794,13929.258,14109.483,14331.878,14539.556,14708.839,15691.5,16081.469,55638022.0546875,57600.72399197,409233,2015,1.96585365853659,995.060487804878,6.6795512195122,107,568,622,879,367.09756097561,465.26243902439,813.599024390244,850.458536585366,43,13,422,161,30,820,130,239,200,245,117,1653,294,389,415,917,835,187,0,0,3,0,275,269,455,23,3,104,685,236,0,0,1025,0.00301526200883018,0.437957144660749
29,29,98037,5398037,G6350,S,N,-122.2854684,47.8392266,"September 10, 2019",23611.472,23982.259,24336.614,24661.183,24915.927,25314.012,25796.042,26216.556,26516.238,26685.626,26889,26915.48,26992.413,27084.027,27865.368,28824.587,29301.817,30200.312,30242.373,30766.031,23311.439,23668.286,24033.721,24356.536,24615.093,25004.2,25480.847,25906.337,26205.301,26360.103,26558,26582.48,26659.413,26751.027,27532.368,28490.587,28962.817,29859.312,29901.373,30425.031,300.033,313.973,302.893,304.647,300.834,309.812,315.195,310.219,310.937,325.523,331,333,333,333,333,334,339,341,341,341,9348.968,9495.935,9630.935,9762.87,9889.463,10053.14,10240.738,10406.117,10522.404,10588.372,10647,10668.367,10693.208,10723.917,11057.949,11295.775,11411.389,11647.401,11771.446,11842.125,8988.2,9118.027,9242.929,9352.729,9438.057,9575.753,9754.36,9903.088,10005.804,10057.132,10112,10123.436,10142.026,10180.149,10481.657,10766.777,10896.117,11178.657,11283.627,11333.609,33119568.4296875,43927.02637018,238112,1147,2.10845588235294,1025.97426470588,8.65595588235294,49,283,308,450,398.746323529412,564.294117647059,938.806985294118,990.854779411765,20,7,167,40,12,614,70,181,56,195,64,888,172,203,257,515,382,160,0,0,2,0,208,147,124,63,2,135,287,122,0,0,544,0.0017939185358955,0.338457098974958
30,30,98038,5398038,G6350,S,N,-121.958008,47.419378,"September 10, 2019",23000.441,23804.247,24657.174,25349.233,26066.882,26803.001,27777.014,28690.895,29516.896,30312.307,31171,31392.638,31912.035,32586.81,33108.096,33616.742,33845.369,33995.018,34284.118,35226.634,22914.429,23726.904,24588.271,25289.222,26015.628,26760.35,27742.719,28665.092,29499.691,30303.707,31171,31392.638,31912.035,32586.81,33108.096,33616.742,33845.369,33995.018,34284.118,35226.634,86.012,77.343,68.903,60.011,51.254,42.651,34.295,25.803,17.205,8.6,0,0,0,0,0,0,0,0,0,0,8052.047,8392.916,8735.245,9064.835,9400.24,9718.296,10037.418,10364.236,10684.193,11019.524,11387,11483.634,11633.473,11797.275,11879.754,12044.433,12076.761,12133.051,12255.869,12731.522,7849.694,8144.801,8456.026,8712.772,8971.055,9232.378,9585.215,9921.866,10235.707,10531.142,10854,10910.041,11043.878,11220.195,11329.022,11489.695,11521.034,11563.634,11663.315,12065.345,378112510.46875,161035.90274563,219516,1453,3.16557734204793,1291.42919389978,4.30941176470588,139,84,165,323,804.655010893246,634.450980392157,1038.4111546841,1213.11488017429,1,1,32,340,14,817,245,0,4,0,75,1378,76,278,267,832,274,172,5,0,5,3,288,82,67,17,5,97,218,144,0,0,459,0.0206463858185089,1.22221624286432
31,31,98039,5398039,G6350,S,N,-122.2404046,47.6316952,"September 10, 2019",3011.121,3005.429,3005.842,2987.018,2972.055,2959.83,2973.571,2980.023,2977.002,2970.932,2971,2971.994,2991.987,3001.988,3057.002,3097.003,3167.057,3207.05,3247.065,3247.088,3011.121,3005.429,3005.842,2987.018,2972.055,2959.83,2973.571,2980.023,2977.002,2970.932,2971,2971.994,2991.987,3001.988,3057.002,3097.003,3167.057,3207.05,3247.065,3247.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165.421,1166.191,1167.076,1166.242,1166.181,1164.028,1162.127,1161.202,1159.579,1159.655,1163,1164,1172,1175,1185,1199,1210.022,1221.018,1235.018,1234.017,1111.054,1105.426,1101.954,1091.545,1081.737,1072.646,1074.102,1073.373,1070.169,1064.736,1062,1058.371,1065.371,1067.992,1086.12,1100.934,1124.671,1139.252,1152.254,1152.241,32718755.03125,33000.34965078,1500,2,1,682,6.755,,2,,2,0,1303,0,1606.46,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0.00177927418917534,0.238902533044261
32,32,98040,5398040,G6350,S,N,-122.2327755,47.5677164,"September 10, 2019",22036.886,22090.776,22189.614,22146.015,22130.339,22134.402,22332.972,22477.647,22551.262,22601.719,22699,22710,22690,22720,23310,23480,23660,24210,24270,24470,21757.682,21833.409,21951.66,21929.844,21935.907,21959.835,22179.672,22345.445,22440.406,22511.899,22631,22642,22622,22652,23242,23480,23660,24210,24270,24470,279.204,257.367,237.954,216.171,194.432,174.567,153.3,132.202,110.856,89.82,68,68,68,68,68,0,0,0,0,0,8809.21,8929.079,9050.041,9157.696,9271.354,9368.239,9466.804,9573.032,9673.315,9787.684,9930,9933,9926,9929,10102,10191,10229,10449,10473,10506,8437.403,8498.976,8577.254,8601.142,8628.733,8661.104,8778.93,8879.894,8960.363,9023.227,9109,9109.315,9089.943,9085.987,9335.616,9439.39,9502.955,9719.619,9723.003,9735.317,74539037.6953125,38783.50508358,84152,375,2.02702702702703,943.962162162162,14.8374054054054,18,85,93,142,1044.31708108108,588.481081081081,0,925.582702702703,1,0,132,51,0,114,33,0,45,0,57,318,24,45,154,152,139,46,0,0,0,0,68,33,84,0,0,39,62,84,0,0,185,0.00405848004766085,0.271165476667471
33,33,98042,5398042,G6350,S,N,-122.1170289,47.3677371,"September 10, 2019",36993.852,37640.768,38364.823,38840.677,39360.745,39912.363,40816.475,41627.23,42308.479,42946.083,43673,44013.69,44354.208,44965.634,45679.667,45964.998,46580.385,48021.491,48474.063,48837.862,36947.818,37592.168,38313.173,38786.459,39303.996,39852.497,40753.908,41561.88,42240.474,42875.214,43600,43940.69,44281.208,44892.634,45606.667,45891.998,46507.385,47948.491,48401.063,48764.862,46.034,48.6,51.65,54.218,56.749,59.866,62.567,65.35,68.005,70.869,73,73,73,73,73,73,73,73,73,73,12718.307,13039.885,13363.332,13667.218,13979.979,14267.203,14556.551,14857.436,15148.791,15462.108,15820,15981.431,16064.499,16189.077,16321.343,16394.335,16439.1,17075.904,17209.38,17349.753,12454.25,12710.199,12991.183,13189.221,13391.397,13599.628,13942.337,14259.828,14544.546,14801.753,15097,15175.025,15301.968,15451.218,15602.509,15695.795,15810.2,16419.105,16534.335,16664.911,167115322.664063,97103.9127854,584258,3959,3.27190082644628,1481.84214876033,5.23403305785124,341,329,416,841,884.654347107438,654.028925619835,1038.7716446281,1208.765,10,82,219,1029,47,2186,388,0,8,0,127,3832,302,835,635,2187,761,421,14,0,7,7,617,89,336,154,14,357,394,459,0,0,1210,0.00913399382352509,0.708797751451011
34,34,98043,5398043,G6350,S,N,-122.3077507,47.7911979,"September 10, 2019",20443.164,20429.806,20401.502,20347.939,20237.765,20244.075,20314.77,20334.114,20259.056,20086.645,19943,20023.918,20123.967,20193.918,20563.961,21124.405,21124.761,21325.28,21595.563,21625.816,20323.152,20307.985,20287.546,20236.835,20131.449,20138.022,20210.298,20234.596,20162.56,19988.957,19847,19927.918,20027.967,20097.918,20467.961,21004.405,21012.761,21204.28,21473.563,21503.816,120.012,121.821,113.956,111.104,106.316,106.053,104.472,99.518,96.496,97.688,96,96,96,96,96,120,112,121,122,122,8252.174,8303.448,8344.07,8381.991,8415.333,8480.029,8564.263,8629.266,8653.411,8636.745,8615,8655.987,8696.981,8701.981,8895.96,9004.96,9002.96,9115.96,9133.96,9156.955,7993.005,8029.564,8061.14,8080.149,8078.081,8120.742,8197.413,8248.197,8260.492,8230.871,8205,8236.382,8268.906,8285.451,8461.945,8668.719,8670.364,8768.626,8821.54,8836.508,24015230.5078125,22661.75476404,120241,562,2.05860805860806,1029.07692307692,8.47351648351649,30,119,142,209,513.135531135531,570.164835164835,963.882783882784,1003.77289377289,9,11,29,43,11,251,41,135,41,135,63,364,60,125,137,240,183,83,7,0,0,0,148,64,58,3,0,68,119,86,0,0,273,0.00130196630243518,0.173232059557817
35,35,98045,5398045,G6350,S,N,-121.6068263,47.3903162,"September 10, 2019",13565.367,13590.048,13642.373,13607.174,13589.187,13583.369,13696.9,13777.289,13814.092,13836.719,13888,14004.796,14121.721,14372.176,14786.512,14981.533,15103.244,15129.281,15184.586,15333.056,13472.33,13499.07,13552.886,13519.888,13504.053,13499.745,13615.013,13697.149,13735.889,13760.25,13814,13935.796,14055.721,14299.176,14703.512,14896.533,15025.244,15049.281,15101.586,15258.056,93.037,90.978,89.487,87.286,85.134,83.624,81.887,80.14,78.203,76.469,74,69,66,73,83,85,78,80,83,75,5156.092,5198.601,5241.703,5277.095,5315.959,5345.235,5375.556,5410.283,5441.703,5481.068,5536,5545.948,5564.784,5626.008,5703.838,5773.365,5804.617,5810.78,5873.786,5934.263,5000.008,5015.916,5041.646,5035.502,5031.714,5030.881,5079.658,5118.476,5145.35,5162.125,5192,5196.165,5202.7,5253.54,5334.144,5393.452,5428.308,5432.01,5453.583,5502.944,1937506832.38281,333759.15266057,183609,730,1.78484107579462,1049.1662591687,7.41987775061124,31,196,212,320,704.740831295844,604.361858190709,0,1158.6966992665,29,16,8,24,0,661,12,0,9,0,129,601,83,148,193,306,370,28,6,0,3,2,139,104,97,69,0,119,157,133,0,0,409,0.105846416814074,2.56127143833151
